transaction_id,timestamp,amount,merchant_id,location_latitude,location_longitude,country,ip_address,is_new_payee,failed_login_attempts,transaction_channel,currency,previous_transaction_time
072ed525-6734-4d89-8aaa-21f6ab1a4ffb,12-06-2025 20:12,348.01,MCT7442,23.6303265,31.818432,France,14.255.0.0/16,FALSE,1,Web,KRW,11-06-2025 06:12
043b78e8-5e5d-4a26-a709-7ecdda6224a0,05-09-2025 10:04,336.51,MCT3355,60.8622715,-49.534161,Japan,176.193.189.0/25,FALSE,1,Web,MYR,29-08-2025 14:04
dabe2611-42f7-4f60-99f4-2bafcb1d1838,06-07-2025 16:04,2668.34,MCT1555,74.2052735,-87.506756,Vietnam,152.66.161.37,TRUE,7,MobileApp,SGD,06-07-2025 15:43
62ab2c57-f812-466d-91cd-2d8f446c8573,06-09-2025 09:03,154.08,MCT8675,20.6859355,35.093868,Australia,80.128.0.0/10,FALSE,2,Web,USD,30-08-2025 19:03
a00b4012-fe53-4e77-9350-b69dbba0cc27,18-11-2025 10:47,265.95,MCT3955,87.116442,-102.533265,Germany,89.95.128.0/18,FALSE,2,MobileApp,JPY,12-11-2025 13:47
9610d84c-5664-48d9-8ecd-4f5581baefce,22-12-2024 02:03,39.57,MCT1540,27.138866,94.212305,Malaysia,104.136.0.0/15,TRUE,0,Web,THB,15-12-2024 12:03
3e8b6a1d-0037-4c9f-b8cd-e0be78527fa0,26-08-2025 06:04,36.27,MCT2598,10.99386,81.24727,China,142.55.192.0/21,FALSE,0,API,JPY,22-08-2025 18:04
e48401c1-b549-45cc-9b01-091ea139ddc3,17-08-2025 08:58,57.13,MCT3556,-25.513927,-2.340269,Malaysia,45.133.192.0/19,FALSE,2,API,JPY,13-08-2025 13:58
28abb302-5cd2-4049-9c9b-59870dc8a5d4,01-05-2025 21:59,5.12,MCT9979,52.037662,-171.971661,Thailand,152.0.0.0/5,FALSE,2,MobileApp,SGD,29-04-2025 08:59
bbdf7c0a-70d5-459a-9ab6-295acd1a05b9,16-05-2025 13:57,80.18,MCT2933,61.795874,-55.706968,Canada,105.11.71.46/31,TRUE,2,MobileApp,JPY,11-05-2025 06:57
37be63ff-6ce5-42f9-8154-bdb04499587e,12-06-2025 21:34,130.2,MCT8794,23.022417,-61.493714,Japan,60.84.0.0/16,FALSE,2,MobileApp,KRW,08-06-2025 11:34
e6b649f7-b253-4016-89bc-cd99d30a84ff,10-10-2025 22:14,11.79,MCT8252,-48.086168,-125.351646,China,17.37.110.0/27,FALSE,1,MobileApp,GBP,05-10-2025 01:14
0412d193-a2e8-40cd-a7cc-c7562cef7897,28-04-2025 16:09,412,MCT9656,61.8353555,-80.295493,Japan,222.216.32.0/21,TRUE,1,MobileApp,USD,23-04-2025 01:09
86e7e93d-84e9-470b-9a3a-977507342b67,22-06-2025 05:47,173.61,MCT6325,64.753907,-101.673546,Canada,116.183.9.240/30,TRUE,1,Web,EUR,15-06-2025 21:47
4fe2b256-2959-4f03-aa5b-1ebb4e87c15d,12-07-2025 18:25,279.46,MCT3228,3.292723,90.232476,USA,99.239.243.192/27,FALSE,2,MobileApp,SGD,07-07-2025 00:25
896be69d-2048-45a8-abab-9af29319c40a,04-04-2025 05:27,330.37,MCT6842,6.3459765,100.963018,India,126.50.15.128/32,FALSE,2,API,KRW,03-04-2025 17:27
3fd4a4e8-f0e7-4f71-b041-1b7b3d88bd74,28-02-2025 22:01,81.2,MCT9627,10.3059335,-155.801868,Japan,40.0.0.0/5,FALSE,2,API,JPY,22-02-2025 13:01
4adde588-be32-4947-9620-cc7c61ff8fa7,31-03-2025 09:20,465.61,MCT1426,75.0741535,83.434286,USA,74.40.96.0/20,FALSE,2,API,MYR,29-03-2025 13:20
20c10d92-33be-4c91-b786-1fecbf56852c,18-05-2025 03:25,394.56,MCT5521,-11.4235575,-26.117156,India,80.0.0.0/4,TRUE,1,MobileApp,INR,16-05-2025 11:25
ed3b0e3b-1e87-4a14-9590-c9a4c6bbcd2a,15-10-2025 04:20,345.37,MCT2155,87.613603,-156.690477,China,197.220.14.114/31,TRUE,2,Web,KRW,12-10-2025 15:20
6ef2b841-2871-4c2d-a75a-9672c1746b19,23-08-2025 14:04,106.22,MCT3195,27.787228,-157.718891,India,216.0.0.0/6,FALSE,0,MobileApp,INR,19-08-2025 22:04
a5b99e98-a164-4fb8-89c3-ec393a06548b,16-10-2025 12:40,64.4,MCT8048,71.6870635,116.503078,China,210.255.0.0/17,FALSE,2,MobileApp,USD,15-10-2025 22:40
faf47cb5-b6dd-40e6-9825-0b8962e93785,13-02-2025 14:58,424.29,MCT1053,-36.5671105,8.638051,South Korea,111.101.36.0/22,FALSE,0,Web,SGD,11-02-2025 10:58
67f1fc16-9e9d-43ea-88fe-c92ca84a77b0,26-12-2024 19:56,377.56,MCT4223,-65.1332395,8.255412,Thailand,80.43.20.0/22,FALSE,1,MobileApp,EUR,23-12-2024 02:56
6e7daa14-5feb-4d00-990f-63732b5b0ae1,22-11-2025 04:27,230.31,MCT4383,34.607062,-46.160879,Japan,58.192.0.0/10,FALSE,0,API,CNY,20-11-2025 14:27
0d7d7a36-f043-45d6-8ac6-0a3b6cbd6a56,03-01-2025 08:12,108.35,MCT8996,4.2778785,10.073237,Japan,188.184.0.0/14,FALSE,0,MobileApp,SGD,01-01-2025 07:12
3c6ed15b-4249-4397-ae35-1489a21706db,12-04-2025 14:07,254.05,MCT2716,-33.8114865,179.073902,Malaysia,28.223.123.64/27,FALSE,2,Web,MYR,07-04-2025 17:07
4e9c93e4-3fc6-47cd-b2c2-f391fb6bfe8a,14-11-2025 21:00,353.91,MCT2963,46.1692665,174.141927,USA,52.0.0.0/9,TRUE,0,Web,JPY,08-11-2025 09:00
9dcdaadd-6f15-42db-8921-e6edb5f1a389,20-11-2025 04:59,371.62,MCT3919,44.0549815,-100.041438,Singapore,11.0.0.0/10,FALSE,2,MobileApp,MYR,16-11-2025 21:59
00f18cae-f402-4f60-badb-c54d504dc563,15-05-2025 16:48,174.01,MCT9420,72.2994715,-69.725313,Germany,159.48.0.0/12,FALSE,1,Web,GBP,10-05-2025 19:48
c1afa63d-e7c8-4e05-8c58-c06acaa60055,04-10-2025 13:10,27.05,MCT7446,-77.405526,-115.736891,France,148.0.0.0/6,FALSE,2,API,KRW,28-09-2025 01:10
fd533356-48c6-4d4d-b091-a5db147668f5,05-07-2025 15:04,268.35,MCT2511,-9.6302245,-73.904099,Germany,151.233.192.0/19,FALSE,0,API,JPY,01-07-2025 13:04
abd73e9b-39cc-41c5-b7b6-e3cc3afcc93f,15-05-2025 23:31,256.82,MCT1410,76.7702035,-130.517105,Singapore,10.162.0.0/16,FALSE,1,MobileApp,SGD,10-05-2025 16:31
9da221b1-a3c2-4bbc-9f53-807b77f2b5e1,06-10-2025 21:40,312.15,MCT7492,36.645275,-21.9138,South Korea,124.20.0.0/14,FALSE,1,API,KRW,04-10-2025 00:40
6d8fd536-6976-4327-9300-e95262db9515,17-03-2025 15:56,93.04,MCT3591,77.8675445,49.061212,India,134.113.121.0/30,TRUE,2,Web,INR,13-03-2025 12:56
0c089a66-57fd-4209-aa4b-4a1a4313ce9d,02-10-2025 23:58,9923.22,MCT6888,48.360413,38.195084,Vietnam,130.254.191.150,TRUE,3,API,USD,02-10-2025 23:52
8e3b3f30-3b2c-4c5c-b855-0e75c9944ed8,01-11-2025 20:16,482.58,MCT1520,34.603019,112.453128,France,80.0.0.0/6,FALSE,1,API,JPY,27-10-2025 04:16
a2d53e02-98bf-4d44-b979-b9b5d6849035,15-01-2025 07:12,43.22,MCT8527,14.0812365,135.369351,Canada,208.0.0.0/4,FALSE,0,API,EUR,11-01-2025 07:12
e3b7c66c-4265-40aa-a5d6-7691171864d1,17-06-2025 16:51,474.89,MCT6046,-42.332383,-17.853928,UK,124.150.192.0/18,TRUE,2,MobileApp,JPY,16-06-2025 21:51
eea72834-d6d4-445e-9847-b6d384f78491,12-11-2025 21:05,110.94,MCT5620,-77.9156695,168.968206,Germany,100.192.0.0/10,FALSE,0,MobileApp,GBP,11-11-2025 12:05
bac6ef59-894e-43ea-9322-c263bca9a254,01-11-2025 11:04,180.07,MCT5877,-12.325529,-123.882209,Australia,128.253.44.104/30,FALSE,0,Web,EUR,26-10-2025 21:04
669906c6-2f4e-4c24-a2c9-5a8d5869b4b5,18-11-2025 02:57,1688.26,MCT7314,77.4719725,87.726443,Brazil,171.184.69.209,FALSE,8,API,JPY,18-11-2025 02:43
793c80ae-223f-4c2b-8628-bf9299380b27,25-10-2025 15:14,281.48,MCT6198,77.468678,-1.530437,Japan,91.128.0.0/11,FALSE,0,API,SGD,23-10-2025 07:14
538429a6-240a-4466-93ef-0984f47f1be6,04-05-2025 05:52,178.06,MCT9960,-7.7363865,-159.013451,China,212.16.0.0/17,FALSE,1,MobileApp,MYR,03-05-2025 17:52
24b1fa8d-e4a9-4d84-be05-33bede465cbd,13-06-2025 13:07,208.46,MCT6757,-82.9916285,146.120552,Philippines,62.222.80.0/20,TRUE,1,Web,EUR,10-06-2025 19:07
44ec08d8-1b74-431b-b8e3-311dc8ce66c8,09-08-2025 14:01,315.68,MCT1288,46.070854,32.503396,India,48.77.32.0/20,TRUE,0,MobileApp,CNY,05-08-2025 06:01
4013b0de-e6f4-48e6-8c1c-28b1e7caf4ce,16-07-2025 16:12,443.74,MCT1601,52.3075445,52.439599,India,56.114.192.0/19,FALSE,0,Web,USD,13-07-2025 17:12
34728fb7-d5ee-4b7b-8ff4-bb480ba4d77d,19-03-2025 13:13,395.44,MCT3224,-35.326884,-177.045379,Canada,156.3.128.0/18,TRUE,0,API,EUR,18-03-2025 07:13
11e6e82a-0954-414a-85e6-08ea1dbc93e2,29-12-2024 10:38,210.87,MCT7170,-38.054662,-115.087636,Canada,66.128.0.0/9,FALSE,0,Web,THB,27-12-2024 05:38
a8ff883e-a662-4706-a5b9-9384d4ec10af,15-02-2025 11:40,345.44,MCT8784,89.077499,-58.454984,Canada,191.99.99.115/32,FALSE,2,API,INR,11-02-2025 10:40
9bc6770a-85e3-421a-9ad4-8a2efeeb94d0,12-11-2025 03:16,29.38,MCT2736,-85.6755275,69.518675,Malaysia,6.199.0.0/18,FALSE,2,Web,CNY,08-11-2025 00:16
4a41bb1f-86db-4d52-994a-d8208f03313a,03-11-2025 09:26,483.5,MCT6311,-40.9397055,21.318225,Germany,147.227.212.64/27,TRUE,2,Web,INR,30-10-2025 22:26
83d847b8-31f2-4476-a184-24af4ebbbe05,15-01-2025 22:54,291.65,MCT7838,-36.599064,133.503558,South Korea,50.240.148.0/22,TRUE,1,MobileApp,GBP,09-01-2025 06:54
b8897cc4-d275-4640-abdf-91ca2ed63510,22-07-2025 06:12,258.53,MCT6973,19.2708275,-156.850339,Germany,179.192.0.0/11,FALSE,1,Web,USD,21-07-2025 14:12
176fe734-ca34-402e-92f8-edacf8c1560f,27-01-2025 17:58,186.19,MCT5349,45.4990285,132.158254,UK,199.0.0.0/12,FALSE,0,MobileApp,EUR,26-01-2025 13:58
08e7c97c-8e61-4678-8df8-c381e4d26886,27-04-2025 21:55,249.15,MCT5489,-31.891916,-91.092746,Singapore,221.110.0.0/17,TRUE,2,MobileApp,EUR,22-04-2025 18:55
61f9f4ac-0e57-45f5-9f46-1d96920dfb63,22-05-2025 13:03,9250.73,MCT5920,86.094418,37.846609,Vietnam,221.49.192.223,FALSE,4,MobileApp,THB,22-05-2025 12:59
098c9deb-0faa-4deb-b939-07309cd9e5d6,08-08-2025 23:41,239.76,MCT2246,19.299431,108.08483,Philippines,30.164.228.0/23,FALSE,1,Web,INR,05-08-2025 18:41
73986425-6c44-4739-b267-1c572dfde4d0,12-01-2025 04:10,82.06,MCT1982,80.878618,-114.809966,Singapore,74.0.0.0/7,TRUE,0,MobileApp,SGD,10-01-2025 16:10
90f82d0d-f84d-4b34-99c0-a91cf60308eb,14-12-2024 07:44,88.41,MCT2324,-66.603253,-17.874166,USA,36.145.38.64/26,TRUE,0,MobileApp,EUR,13-12-2024 11:44
3ec08de2-1a74-4a62-bae8-27ce74d1a9c0,06-12-2025 12:03,266.17,MCT6952,-0.625142,-61.683509,South Korea,103.87.10.212/31,FALSE,0,MobileApp,EUR,30-11-2025 17:03
8c769ec1-03ea-496b-880e-7df2cac02dfd,14-10-2025 10:05,316.69,MCT7958,83.254685,-149.964457,USA,173.191.175.128/26,TRUE,2,API,JPY,10-10-2025 04:05
acde7ab6-c63c-4cfd-b90a-50a70cf25b83,29-08-2025 04:55,41.14,MCT2873,64.935692,51.063988,Thailand,36.201.223.0/27,TRUE,1,Web,USD,23-08-2025 14:55
4e5f6c7f-755a-4413-b2ac-5b646d4eed1d,22-08-2025 20:15,266.83,MCT8552,56.1028705,109.157546,Thailand,200.24.126.192/31,FALSE,2,MobileApp,EUR,21-08-2025 14:15
ed204c61-673d-4d27-94cd-e97775187a36,20-11-2025 15:09,274.17,MCT3456,-13.744223,-59.819207,UK,27.234.16.0/20,TRUE,2,MobileApp,INR,17-11-2025 00:09
89290b4e-af88-4c49-9631-03e5b920c724,08-09-2025 20:32,167.06,MCT6883,-53.926882,49.066809,Malaysia,55.214.174.0/23,FALSE,0,MobileApp,MYR,03-09-2025 19:32
4637e2a7-bae9-4996-aa00-0b4318dcd6b7,11-10-2025 07:27,7205.84,MCT4628,-67.8149245,-139.116574,Nigeria,42.208.94.144/28,TRUE,10,MobileApp,JPY,11-10-2025 07:07
66e89a3b-f0af-41a0-aeb2-ddc4026f655e,07-11-2025 06:25,374.35,MCT9571,-32.923168,114.42912,Singapore,209.120.106.240/29,FALSE,1,API,EUR,04-11-2025 23:25
134f4059-5a14-492d-aeea-37fb9a4602a7,11-10-2025 05:18,312.68,MCT6934,26.2473125,-96.487219,UK,33.28.0.0/15,FALSE,2,Web,EUR,09-10-2025 19:18
da8a9f84-8984-4253-bbc7-947a1363ad04,14-01-2025 06:40,333.38,MCT9366,-37.8596405,75.55195,Japan,160.0.0.0/6,FALSE,1,API,USD,07-01-2025 17:40
fe39716b-74a3-4a68-bd60-33fb6cc433b4,01-08-2025 21:25,480.01,MCT2511,72.357066,-27.118326,Germany,74.23.208.0/20,FALSE,1,Web,GBP,26-07-2025 02:25
dfe5731c-bccf-4128-88a3-005adf62f7cc,26-08-2025 17:38,251.22,MCT9864,47.943466,61.53422,India,209.128.0.0/11,TRUE,0,Web,CNY,24-08-2025 06:38
92fb865e-e851-4e52-8f84-96eda59613b1,13-08-2025 07:34,53.94,MCT4490,-44.1767935,-149.239523,Singapore,216.0.0.0/5,FALSE,1,API,KRW,07-08-2025 22:34
aa2b3b20-90b0-4239-8510-291fc5ec7df8,06-02-2025 00:07,94.24,MCT3161,78.991093,-148.239605,Thailand,62.72.248.0/21,TRUE,0,Web,THB,30-01-2025 02:07
0c6225ac-1195-4740-88f6-77f28fbbeed0,06-09-2025 00:50,381.36,MCT1759,26.248751,-138.824164,Thailand,213.128.0.0/9,TRUE,2,Web,MYR,05-09-2025 11:50
c312b573-d0da-424c-a302-bb90b9db5d9f,04-02-2025 21:54,216.33,MCT7189,71.4063285,-51.104051,China,157.232.0.0/14,FALSE,1,MobileApp,JPY,01-02-2025 19:54
c13a0e99-4b4a-498d-93d1-2b6709cf260f,30-12-2024 06:48,178.25,MCT3379,42.0166625,-103.24193,Australia,126.64.0.0/11,FALSE,1,API,THB,23-12-2024 20:48
b6fe55fc-72f5-4469-acff-49647c09d62d,14-02-2025 12:15,152.24,MCT6860,-42.060721,-29.821352,India,38.148.0.0/15,FALSE,0,API,CNY,14-02-2025 03:15
3a9871fb-e2f7-46e1-92d3-0cb635774950,03-12-2025 12:14,62.35,MCT5165,-7.995409,160.941245,Germany,109.174.48.0/22,FALSE,2,API,JPY,27-11-2025 02:14
